Gender,percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,Salary
m,62.6,information technology,62.81,Rajasthan,2012,465,670,795,0.486747008,435,220000
m,91.33,computer science & engineering,84,Tamil Nadu,2012,465,415,530,0.563267824,425,400000
m,65,information technology,65,Madhya Pradesh,2012,465,350,310,0.563267824,425,180000
m,67.6,computer engineering,65.02,Karnataka,2012,465,620,590,0.635978756,445,405000
m,54.08,electronics and communication engineering,61.28,Uttar Pradesh,2012,465,495,355,0.649389715,355,200000
m,59.16,information technology,68.22,Karnataka,2012,465,565,535,0.704090412,465,445000
m,71,computer engineering,72.34,Uttar Pradesh,2012,465,555,650,0.765673581,485,360000
m,67,information technology,63.19,Uttar Pradesh,2012,465,435,585,0.765673581,485,400000
m,73.4,computer engineering,70.8,Delhi,2012,465,445,425,0.793580615,495,400000
m,56,computer engineering,52,Maharashtra,2012,465,435,555,0.793580615,495,90000
f,79.4,computer engineering,76.76,Uttar Pradesh,2012,465,575,625,0.864685413,525,455000
m,77,information technology,77.6,West Bengal,2012,465,485,475,0.901489571,545,415000
m,80.1,electronics and communication engineering,77.5,Tamil Nadu,2012,465,545,415,0.910770164,375,395000
m,87.6,computer engineering,76.48,Delhi,2012,465,605,555,0.930370607,565,880000
f,89.8,information technology,75.8,Telangana,2012,465,455,455,0.974396113,615,450000
m,85.8,electronics and communication engineering,72.14,Delhi,2013,465,450,650,0.0587928,475,340000
m,62.23,computer science & engineering,64.4,Uttar Pradesh,2013,465,410,465,0.144789889,345,180000
m,60,information technology,63,Uttar Pradesh,2013,465,355,515,0.356536488,425,250000
m,63.2,computer science & engineering,61.18,Uttar Pradesh,2013,465,410,330,0.356536488,445,505000
m,53,computer science & engineering,73.5,Punjab,2013,465,420,500,0.356536488,475,360000
m,69.4,information technology,73.8,Chhattisgarh,2013,465,475,385,0.356536488,525,240000
m,76,information technology,74,West Bengal,2013,465,570,415,0.356536488,575,60000
f,71.17,information technology,61,Maharashtra,2013,465,440,310,0.413838256,385,180000
m,64,information technology,79,Uttarakhand,2013,465,545,385,0.450876584,395,150000
f,64,information technology,70,Uttar Pradesh,2013,465,335,355,0.450876584,395,250000
m,52,information technology,60.64,Uttar Pradesh,2013,465,460,515,0.488347977,405,160000
m,59,electronics and communication engineering,69.76,Uttar Pradesh,2013,465,475,465,0.538386893,345,150000
f,62,electronics and communication engineering,71,Telangana,2013,465,450,295,0.538386893,375,205000
m,64.8,computer science & engineering,69.54,Uttar Pradesh,2013,465,495,515,0.563267824,425,120000
m,65,information technology,63,Uttar Pradesh,2013,465,580,665,0.622642916,535,105000
m,95,electronics and communication engineering,80,Andhra Pradesh,2013,465,570,680,0.694479328,485,485000
m,58,information science engineering,61.49,Karnataka,2013,465,410,485,0.744758354,465,335000
m,68,computer science & engineering,74,Karnataka,2013,465,545,520,0.744758354,595,300000
f,93.9,information technology,76.9,Telangana,2013,465,510,635,0.765673581,485,300000
m,66.8,electronics and electrical engineering,78,Orissa,2013,465,525,645,0.783303537,275,325000
m,96.1,electronics and communication engineering,78,Andhra Pradesh,2013,465,605,650,0.783303537,365,390000
m,61,computer science & engineering,63,Punjab,2013,465,595,605,0.793580615,495,460000
m,58.2,computer science & engineering,66.7,Haryana,2013,465,525,470,0.864685413,525,280000
m,80.9,electronics and communication engineering,65,Telangana,2013,465,485,330,0.868736585,215,180000
m,86.8,computer science & engineering,73.1,Andhra Pradesh,2013,465,545,545,0.901489571,545,180000
m,66.66,computer application,74.74,Delhi,2013,465,585,515,0.911395278,545,250000
m,67.6,computer science & engineering,63.99,Punjab,2013,465,620,635,0.983749967,635,225000
m,60,electronics and communication engineering,72,West Bengal,2014,465,540,465,0.112139438,335,165000
m,72.8,electronics and communication engineering,71.77,Telangana,2014,465,375,510,0.20739217,395,325000
f,79.2,computer science & engineering,80.05,Uttar Pradesh,2014,465,475,650,0.23780284,475,305000
m,90,civil engineering,59,Maharashtra,2014,465,610,530,0.255778194,355,345000
m,66,information technology,69.2,Uttar Pradesh,2014,465,390,355,0.356536488,355,200000
f,69.6,computer science & engineering,69,Haryana,2014,465,580,440,0.486747008,445,180000
f,56.17,computer science & engineering,60.78,Karnataka,2014,465,470,310,0.600057182,435,200000
m,69,information technology,65.5,Uttar Pradesh,2014,465,480,415,0.622642916,435,180000
f,71.6,electronics and communication engineering,75.04,Uttar Pradesh,2014,465,535,555,0.649389715,345,300000
m,48,computer application,60,Delhi,2014,465,555,380,0.670743151,455,100000
f,93,computer engineering,96.7,Andhra Pradesh,2014,465,595,595,0.704090412,465,560000
m,71.8,computer science & engineering,81,West Bengal,2014,465,555,494,0.744758354,495,320000
f,86.5,electronics and communication engineering,80.2,Karnataka,2014,465,510,570,0.783303537,445,300000
f,82.83,information science engineering,76,Karnataka,2014,465,370,450,0.842248322,445,200000
m,56,computer application,67.37,Uttarakhand,2014,465,560,365,0.842248322,465,180000
m,54.83,computer application,80.9,Maharashtra,2014,465,630,575,0.843123727,515,325000
f,78.83,information technology,69.43,Maharashtra,2014,465,475,500,0.884122512,535,330000
m,94.7,computer science & engineering,75.4,Andhra Pradesh,2014,465,570,520,0.911395278,635,400000
m,81,computer science & engineering,76.2,Punjab,2014,465,605,650,0.953899775,525,290000
m,70.2,computer science & engineering,78,West Bengal,2014,465,455,680,0.953899775,575,600000
m,71,computer engineering,59.6,Maharashtra,2014,465,650,655,0.978799293,605,315000
f,77,computer science & engineering,79.9,Punjab,2015,465,425,270,0.744758354,415,1800000
m,58,electronics & telecommunications,66,Haryana,2010,475,215,335,0.229481755,355,505000
f,65.54,computer engineering,57.66,Karnataka,2010,475,375,415,0.3423149,365,530000
m,63,computer engineering,69.11,Karnataka,2010,475,485,464,0.488347977,405,550000
m,82.71,computer application,77.36,Tamil Nadu,2010,475,575,535,0.525922584,415,185000
m,51.6,electronics and electrical engineering,66.66,Delhi,2010,475,445,585,0.538386893,405,320000
m,72.8,mechanical engineering,75.2,Orissa,2010,475,565,645,0.971663491,325,395000
m,62,information technology,63,Madhya Pradesh,2011,475,395,415,0.190153406,315,350000
f,80,computer application,78,Telangana,2011,475,515,405,0.24545566,335,340000
m,63.9,computer engineering,60.65,Uttar Pradesh,2011,475,455,525,0.3423149,365,240000
m,68,electronics and communication engineering,63,Karnataka,2011,475,535,525,0.376059587,385,180000
m,62,electronics and communication engineering,70,Orissa,2011,475,385,545,0.376059587,425,225000
f,69.33,computer engineering,67.13,Karnataka,2011,475,545,455,0.488347977,405,180000
m,53,information technology,73,Uttar Pradesh,2011,475,495,575,0.563267824,425,275000
m,69.6,computer engineering,72,Rajasthan,2011,475,515,545,0.600057182,435,435000
f,53,computer engineering,65,Orissa,2011,475,485,525,0.600057182,435,275000
m,92,computer engineering,77.2,Andhra Pradesh,2011,475,405,695,0.670743151,455,530000
f,94,electronics and communication engineering,71.82,Telangana,2011,475,485,665,0.694479328,395,200000
m,75.8,computer engineering,78.7,Orissa,2011,475,245,485,0.735795709,475,500000
f,93,computer engineering,70.8,Telangana,2011,475,665,605,0.793580615,495,495000
f,82.7,electronics and electrical engineering,88.6,Orissa,2011,475,605,625,0.824666401,455,650000
m,77,information technology,76,Uttar Pradesh,2011,475,415,565,0.843123727,515,240000
m,95.9,information technology,81.2,Andhra Pradesh,2011,475,505,605,0.916869961,555,620000
m,86.8,computer engineering,68.52,Rajasthan,2011,475,485,554,0.942116551,575,360000
m,63,computer engineering,64,Punjab,2012,475,395,435,0.10487136,275,50000
m,64,information technology,62,Uttar Pradesh,2012,475,485,365,0.10487136,275,130000
m,60.33,electronics and communication engineering,71.3,Maharashtra,2012,475,505,475,0.229481755,305,60000
m,85.8,electronics and electrical engineering,67,Delhi,2012,475,605,605,0.229481755,425,180000
m,93.7,electronics and communication engineering,74.64,Andhra Pradesh,2012,475,570,585,0.338786347,635,240000
m,64.1,computer engineering,76.2,Tamil Nadu,2012,475,385,405,0.377551419,375,105000
m,68,computer science & engineering,59,Uttar Pradesh,2012,475,415,435,0.486747008,385,180000
m,58,computer science & engineering,64,Maharashtra,2012,475,510,385,0.486747008,455,180000
m,65.5,computer engineering,70,Orissa,2012,475,475,465,0.488347977,405,320000
m,81.42,electronics and electrical engineering,65.41,Tamil Nadu,2012,475,535,325,0.538386893,405,140000
f,92.4,electronics and communication engineering,86.7,Tamil Nadu,2012,475,515,515,0.538386893,465,360000
m,68.6,biotechnology,70.46,Karnataka,2012,475,505,475,0.553216382,375,100000
m,72,electronics and electrical engineering,65,Tamil Nadu,2012,475,435,405,0.694479328,145,110000
m,79.83,information technology,72.16,Uttar Pradesh,2012,475,465,565,0.735795709,475,390000
m,81.5,electronics and communication engineering,82,Karnataka,2012,475,415,455,0.824666401,425,90000
f,76.44,information technology,70,Madhya Pradesh,2012,475,535,530,0.843123727,515,305000
m,78.13,computer engineering,55.7,Maharashtra,2012,475,615,675,0.864685413,525,500000
f,82.33,information technology,86.6,Karnataka,2012,475,485,595,0.884122512,535,425000
m,83,computer engineering,71,Rajasthan,2012,475,495,565,0.930370607,565,165000
m,72,computer science & engineering,72,Uttar Pradesh,2013,475,375,315,0.165633092,305,250000
f,91.4,electronics and communication engineering,81.1,Telangana,2013,475,485,405,0.20739217,285,205000
m,92.75,electronics and electrical engineering,79.95,Tamil Nadu,2013,475,520,605,0.243208657,385,300000
f,79,computer science & engineering,74,Telangana,2013,475,375,545,0.356536488,415,300000
m,76.8,information technology,73.6,Uttar Pradesh,2013,475,400,510,0.356536488,465,145000
f,76,computer science & engineering,76,Assam,2013,475,570,595,0.356536488,505,300000
f,69.4,information technology,73.64,Uttar Pradesh,2013,475,565,575,0.377551419,375,300000
m,89,electronics and communication engineering,82,Karnataka,2013,475,390,435,0.380091833,465,400000
m,68.5,information technology,69.9,Madhya Pradesh,2013,475,500,235,0.413838256,385,2000000
m,77.2,information technology,68.53,Madhya Pradesh,2013,475,470,560,0.450876584,395,310000
m,84,information technology,66,Tamil Nadu,2013,475,375,390,0.486747008,385,180000
m,91,computer science & engineering,80.6,Telangana,2013,475,520,765,0.486747008,525,240000
m,55,information technology,64.5,Uttar Pradesh,2013,475,435,440,0.622642916,295,235000
f,87.5,information technology,81,Tamil Nadu,2013,475,515,464,0.622642916,395,310000
m,67.6,computer application,66.35,Madhya Pradesh,2013,475,485,535,0.622642916,445,320000
m,76.6,computer science & engineering,67,Chhattisgarh,2013,475,545,570,0.622642916,495,200000
m,84.2,electronics and electrical engineering,75.6,Telangana,2013,475,425,380,0.684565068,335,100000
m,76.77,computer science & engineering,66,Rajasthan,2013,475,545,620,0.744758354,525,200000
f,64.7,information technology,73,Uttar Pradesh,2013,475,595,470,0.81941653,505,265000
m,72.6,electronics and communication engineering,65,Haryana,2013,475,555,665,0.824666401,405,350000
f,70,computer science & engineering,79,Uttar Pradesh,2013,475,435,485,0.864685413,525,200000
f,94.7,electronics and communication engineering,81.11,Andhra Pradesh,2013,475,425,515,0.868736585,445,300000
f,96.8,electronics and electrical engineering,82,Andhra Pradesh,2013,475,555,605,0.895776502,405,280000
m,72,information technology,80,Uttar Pradesh,2013,475,470,415,0.911395278,595,300000
f,88.8,computer engineering,79.22,Uttar Pradesh,2013,475,610,695,0.916869961,555,365000
m,74,computer science & engineering,65.6,Uttar Pradesh,2013,475,610,415,0.916869961,555,95000
f,90,computer science & engineering,76.29,Andhra Pradesh,2013,475,495,445,0.930370607,565,300000
m,72,computer engineering,73,Madhya Pradesh,2013,475,520,575,0.930370607,565,500000
m,89.8,electronics and electrical engineering,80.6,Jharkhand,2013,475,525,665,0.938399137,345,315000
m,68,electronics and communication engineering,69,Jharkhand,2014,475,535,765,0.338786347,305,275000
f,69.6,electronics and communication engineering,81,West Bengal,2014,475,460,485,0.338786347,415,225000
m,74.4,computer science & engineering,63,Uttar Pradesh,2014,475,575,605,0.486747008,505,325000
m,86.6,instrumentation and control engineering,74.24,Delhi,2014,475,485,355,0.493596387,485,320000
m,71,computer science & engineering,72.46,Delhi,2014,475,360,570,0.563267824,425,300000
f,75.5,computer science & engineering,82.8,West Bengal,2014,475,410,320,0.622642916,455,200000
m,85.4,electronics and communication engineering,63.9,Punjab,2014,475,605,415,0.649389715,435,80000
f,83.2,computer science & engineering,71.1,Uttar Pradesh,2014,475,460,530,0.744758354,405,160000
f,87.2,computer science & engineering,78.12,Uttarakhand,2014,475,640,460,0.744758354,545,300000
m,76,computer science & engineering,74,Tamil Nadu,2014,475,555,650,0.842248322,575,195000
m,68,electronics and electrical engineering,63.69,Karnataka,2014,475,565,500,0.875503907,425,160000
m,67.8,computer science & engineering,78,Uttar Pradesh,2014,475,485,525,0.916869961,555,275000
m,74.5,information technology,75,Telangana,2014,475,570,535,0.953899775,535,340000
m,74.6,electronics and communication engineering,77.72,Chhattisgarh,2014,475,630,705,0.976292561,515,320000
m,66.46,computer science & engineering,60,Rajasthan,2014,475,410,505,0.978799293,415,120000
f,64.4,information technology,71.02,Haryana,2015,475,520,485,0.486747008,405,95000
m,72,mechanical engineering,77.35,Tamil Nadu,2010,485,335,345,0.414337426,335,325000
m,91.3,computer engineering,78.56,Tamil Nadu,2010,485,495,535,0.563267824,425,450000
m,82,information technology,71,Tamil Nadu,2010,485,505,505,0.600057182,435,200000
m,91,information technology,73.06,Uttar Pradesh,2010,485,505,375,0.635978756,445,505000
m,85,electronics and communication engineering,67.45,Gujarat,2010,485,315,545,0.694479328,345,290000
m,82.6,electronics & instrumentation eng,84.9,Orissa,2010,485,585,565,0.694479328,454,650000
m,62.4,computer engineering,72.91,Delhi,2010,485,485,565,0.843123727,515,475000
f,86.29,electronics and communication engineering,77.14,Tamil Nadu,2010,485,475,495,0.910770164,445,75000
m,59,electronics and electrical engineering,57,Karnataka,2011,485,365,214,0.124502074,325,255000
m,91.7,computer engineering,67,Telangana,2011,485,505,595,0.377551419,375,350000
f,72,computer application,72,Rajasthan,2011,485,375,445,0.488347977,405,100000
f,80.1,computer engineering,63.5,Telangana,2011,485,315,405,0.488347977,405,395000
m,94.1,electronics and communication engineering,66.02,Telangana,2011,485,595,625,0.538386893,465,240000
f,86.33,computer engineering,73.46,Tamil Nadu,2011,485,545,385,0.635978756,445,170000
f,77.5,information technology,69.32,Maharashtra,2011,485,475,495,0.735795709,475,380000
m,95.3,computer engineering,74.8,Telangana,2011,485,445,595,0.793580615,495,575000
